Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2022,1,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,28,24
2022,1,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,107,86
2022,1,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,5,4
2022,1,National Capital Commission,Commission de la capitale nationale,ncc-ccn,10,9
2022,1,National Defence,Défense nationale,dnd-mdn,27,23
2022,1,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,2,1
2022,1,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,1,1
2022,1,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,5,3
2022,1,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,23,18
2022,1,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,ocl-cal,1,1
2022,1,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,12,11
2022,1,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,1,1
2022,1,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,16,13
2022,1,Parks Canada,Parcs Canada,pc,1,1
2022,1,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2022,1,Privy Council Office,Bureau du Conseil privé,pco-bcp,44,36
2022,1,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,19,14
2022,1,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,3,3
2022,1,Public Safety Canada,Sécurité publique Canada,ps-sp,47,39
2022,1,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2022,1,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,46,37
2022,1,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,1,1
2022,1,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,109,96
2022,1,Shared Services Canada,Services partagés Canada,ssc-spc,17,16
2022,1,Statistics Canada,Statistique Canada,statcan,4,3
2022,1,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,oci-bec,4,3
2022,1,Transport Canada,Transports Canada,tc,2,2
2022,1,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,53,49
2022,1,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2022,1,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,5,5
2022,1,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,1,1
2021,12,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,3,3
2021,12,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,19,12
2021,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,1
2021,12,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,2,1
2021,12,Business Development Bank of Canada,Banque de développement du Canada,bdc,4,1
2021,12,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,29,22
2021,12,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,4,4
2021,12,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,1,1
2021,12,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,6,5
2021,12,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,2,2
2021,12,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,15,15
2021,12,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,1,1
2021,12,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,12,11
2021,12,Canadian Heritage,Patrimoine canadien,pch,3,2
2021,12,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,2,2
2021,12,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,1,1
2021,12,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,7,6
2021,12,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,95,42
2021,12,Canadian Space Agency,Agence spatiale canadienne,csa-asc,10,6
2021,12,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,1,1
2021,12,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,11,11
2021,12,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,10,10
2021,12,Department of Finance Canada,Ministère des Finances Canada,fin,6,5
2021,12,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,12,12
2021,12,Department of Justice Canada,Ministère de la Justice Canada,jus,9,8
2021,12,Elections Canada,Élections Canada,elections,4,3
2021,12,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,16,15
2021,12,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,7,4
2021,12,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,1,1
2021,12,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,17,17
2021,12,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,16,14
2021,12,Health Canada,Santé Canada,hc-sc,23,19
2021,12,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,433,311
2021,12,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,13,13
2021,12,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,22,19
2021,12,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,3,3
2021,12,National Capital Commission,Commission de la capitale nationale,ncc-ccn,2,2
2021,12,National Defence,Défense nationale,dnd-mdn,75,62
2021,12,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,1,1
2021,12,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,27,23
2021,12,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,ocl-cal,1,1
2021,12,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,3,3
2021,12,Parks Canada,Parcs Canada,pc,1,1
2021,12,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2021,12,Privy Council Office,Bureau du Conseil privé,pco-bcp,42,32
2021,12,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,25,19
2021,12,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,2,2
2021,12,Public Safety Canada,Sécurité publique Canada,ps-sp,42,35
2021,12,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,1,1
2021,12,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,49,27
2021,12,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,108,94
2021,12,Shared Services Canada,Services partagés Canada,ssc-spc,3,2
2021,12,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,2,2
2021,12,Statistics Canada,Statistique Canada,statcan,2,2
2021,12,Transport Canada,Transports Canada,tc,2,2
2021,12,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,12,9
2021,12,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2021,12,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,2,2
2021,12,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),vrab-tacra,1,1
2021,11,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,8,3
2021,11,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,8,8
2021,11,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,2,2
2021,11,Business Development Bank of Canada,Banque de développement du Canada,bdc,2,2
2021,11,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,53,35
2021,11,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,cdic-sadc,1,1
2021,11,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,2,2
2021,11,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,43,35
2021,11,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,4,4
2021,11,Canadian Heritage,Patrimoine canadien,pch,18,15
2021,11,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2021,11,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,1,1
2021,11,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,cannor,2,2
2021,11,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,2,2
2021,11,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,56,39
2021,11,Canadian Transportation Agency,Office des transports du Canada,cta-otc,1,1
2021,11,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,4,4
2021,11,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,1,1
2021,11,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,22,19
2021,11,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,17,14
2021,11,Defence Construction Canada,Construction de Défense Canada,dcc-cdc,4,3
2021,11,Department of Finance Canada,Ministère des Finances Canada,fin,6,6
2021,11,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,10,9
2021,11,Department of Justice Canada,Ministère de la Justice Canada,jus,18,16
2021,11,Elections Canada,Élections Canada,elections,1,1
2021,11,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,36,33
2021,11,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,8,4
2021,11,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,5,3
2021,11,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,7,6
2021,11,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,26,21
2021,11,Health Canada,Santé Canada,hc-sc,28,27
2021,11,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,27,22
2021,11,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,326,235
2021,11,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,10,10
2021,11,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,25,24
2021,11,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,8,8
2021,11,National Capital Commission,Commission de la capitale nationale,ncc-ccn,4,4
2021,11,National Defence,Défense nationale,dnd-mdn,56,49
2021,11,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,38,36
2021,11,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,1,1
2021,11,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,3,3
2021,11,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,pacifican,9,8
2021,11,Parks Canada,Parcs Canada,pc,2,2
2021,11,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,3,3
2021,11,Privy Council Office,Bureau du Conseil privé,pco-bcp,30,23
2021,11,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,37,21
2021,11,Public Safety Canada,Sécurité publique Canada,ps-sp,26,24
2021,11,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,1,1
2021,11,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,5,5
2021,11,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,180,154
2021,11,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,37,34
2021,11,Shared Services Canada,Services partagés Canada,ssc-spc,5,5
2021,11,Statistics Canada,Statistique Canada,statcan,1,1
2021,11,Transport Canada,Transports Canada,tc,2,2
2021,11,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,21,17
2021,11,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2021,11,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,11,11
2021,11,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,7,5
2021,10,Accessibility Standards Canada,Normes d’accessibilité Canada,casdo-ocena,3,1
2021,10,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,3,2
2021,10,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,14,10
2021,10,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,3,1
2021,10,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,1,1
2021,10,Business Development Bank of Canada,Banque de développement du Canada,bdc,1,1
2021,10,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,51,40
2021,10,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,7,2
2021,10,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,3,2
2021,10,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,16,15
2021,10,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,19,17
2021,10,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,8,7
2021,10,Canadian Heritage,Patrimoine canadien,pch,16,14
2021,10,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,2,2
2021,10,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2021,10,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,8,8
2021,10,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,23,15
2021,10,Canadian Space Agency,Agence spatiale canadienne,csa-asc,5,3
2021,10,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,3
2021,10,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,4,4
2021,10,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,16,13
2021,10,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,25,20
2021,10,Defence Construction Canada,Construction de Défense Canada,dcc-cdc,2,2
2021,10,Department of Finance Canada,Ministère des Finances Canada,fin,61,43
2021,10,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,8,7
2021,10,Department of Justice Canada,Ministère de la Justice Canada,jus,12,9
2021,10,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,16,13
2021,10,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,14,13
2021,10,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,2,2
2021,10,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,35,24
2021,10,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,28,23
2021,10,Health Canada,Santé Canada,hc-sc,26,23
2021,10,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,1,1
2021,10,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,305,186
2021,10,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,38,34
2021,10,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,23,21
2021,10,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,3,3
2021,10,National Capital Commission,Commission de la capitale nationale,ncc-ccn,4,4
2021,10,National Defence,Défense nationale,dnd-mdn,83,71
2021,10,National Film Board,Office national du film,nfb-onf,1,1
2021,10,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,20,20
2021,10,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,10,9
2021,10,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,pacifican,3,3
2021,10,Parks Canada,Parcs Canada,pc,4,3
2021,10,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,4,4
2021,10,Privy Council Office,Bureau du Conseil privé,pco-bcp,45,29
2021,10,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,30,24
2021,10,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,2,2
2021,10,Public Safety Canada,Sécurité publique Canada,ps-sp,48,35
2021,10,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2021,10,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,34,23
2021,10,Revera Inc.,Revera Inc.,ri,1,1
2021,10,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,28,25
2021,10,Shared Services Canada,Services partagés Canada,ssc-spc,14,11
2021,10,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,1,1
2021,10,Statistics Canada,Statistique Canada,statcan,2,2
2021,10,Transport Canada,Transports Canada,tc,2,2
2021,10,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,2,2
2021,10,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,25,19
2021,10,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2021,10,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,3,2
2021,9,Accessibility Standards Canada,Normes d’accessibilité Canada,casdo-ocena,2,1
2021,9,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,13,3
2021,9,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,12,8
2021,9,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,3,2
2021,9,Business Development Bank of Canada,Banque de développement du Canada,bdc,1,1
2021,9,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,41,29
2021,9,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,2,2
2021,9,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,5,2
2021,9,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,3,2
2021,9,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,17,12
2021,9,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,2,1
2021,9,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,1,1
2021,9,Canadian Heritage,Patrimoine canadien,pch,32,26
2021,9,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2021,9,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,2,1
2021,9,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,5,5
2021,9,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,6,6
2021,9,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,102,72
2021,9,Canadian Space Agency,Agence spatiale canadienne,csa-asc,18,8
2021,9,Canadian Transportation Agency,Office des transports du Canada,cta-otc,1,1
2021,9,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,1,1
2021,9,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,11,5
2021,9,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,29,28
2021,9,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,2,1
2021,9,Department of Finance Canada,Ministère des Finances Canada,fin,5,5
2021,9,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,26,20
2021,9,Department of Justice Canada,Ministère de la Justice Canada,jus,13,12
2021,9,Elections Canada,Élections Canada,elections,6,6
2021,9,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,35,29
2021,9,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,23,15
2021,9,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,4,2
2021,9,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,33,29
2021,9,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,31,29
2021,9,Health Canada,Santé Canada,hc-sc,13,13
2021,9,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,3,3
2021,9,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,187,127
2021,9,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,1,1
2021,9,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,7,7
2021,9,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,62,44
2021,9,Jacques Cartier and Champlain Bridges Incorporated,Ponts Jacques Cartier et Champlain Incorporée,jccbi-pjcci,1,1
2021,9,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,10,8
2021,9,National Capital Commission,Commission de la capitale nationale,ncc-ccn,1,1
2021,9,National Defence,Défense nationale,dnd-mdn,78,64
2021,9,National Film Board,Office national du film,nfb-onf,2,2
2021,9,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,1,1
2021,9,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,12,9
2021,9,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,18,12
2021,9,Privy Council Office,Bureau du Conseil privé,pco-bcp,24,20
2021,9,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,15,8
2021,9,Public Safety Canada,Sécurité publique Canada,ps-sp,37,24
2021,9,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,12,12
2021,9,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,24,20
2021,9,Shared Services Canada,Services partagés Canada,ssc-spc,27,13
2021,9,Statistics Canada,Statistique Canada,statcan,6,6
2021,9,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,2,2
2021,9,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,30,21
2021,9,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,6,6
2021,9,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,3
2021,8,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,11,3
2021,8,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,4,2
2021,8,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,2
2021,8,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,4,2
2021,8,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,18,15
2021,8,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,3,2
2021,8,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,4,4
2021,8,Canada Enterprise Emergency Funding Corporation,La Corporation de financement d’urgence d’entreprises du Canada,ceefc-cfuec,1,1
2021,8,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,1,1
2021,8,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,7,7
2021,8,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,20,15
2021,8,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,4,4
2021,8,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,3,2
2021,8,Canadian Heritage,Patrimoine canadien,pch,24,17
2021,8,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,3,3
2021,8,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,13,12
2021,8,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,3,3
2021,8,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,1,1
2021,8,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,11,8
2021,8,Canadian Space Agency,Agence spatiale canadienne,csa-asc,8,5
2021,8,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,1,1
2021,8,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,2,2
2021,8,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,4,4
2021,8,Department of Finance Canada,Ministère des Finances Canada,fin,5,5
2021,8,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,8,7
2021,8,Department of Justice Canada,Ministère de la Justice Canada,jus,12,10
2021,8,Elections Canada,Élections Canada,elections,2,2
2021,8,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,27,20
2021,8,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,4,4
2021,8,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,1,1
2021,8,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,5,5
2021,8,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,8,8
2021,8,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,15,13
2021,8,Health Canada,Santé Canada,hc-sc,5,5
2021,8,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,1,1
2021,8,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,195,133
2021,8,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,2,2
2021,8,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,18,16
2021,8,National Capital Commission,Commission de la capitale nationale,ncc-ccn,4,4
2021,8,National Defence,Défense nationale,dnd-mdn,30,26
2021,8,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,22,18
2021,8,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,1,1
2021,8,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,8,5
2021,8,Office of the Veterans Ombudsman,Bureau de l'ombudsman des vétérans,ovo-bov,2,1
2021,8,Privy Council Office,Bureau du Conseil privé,pco-bcp,9,9
2021,8,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,6,6
2021,8,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2021,8,Public Safety Canada,Sécurité publique Canada,ps-sp,22,18
2021,8,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,2,2
2021,8,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,2,2
